row_id,AwardNumber,PrincipalInvestigator,OrganizationState,inst_name,host_openalex_id,matched_name,method,source,jaccard,cover,type,productivity,ror
2937,"=""0643830""",Robert B Rose,NC,North Carolina State University,I137902535,North Carolina State University,exact,prior,,,,,https://ror.org/04tj63d06
2938,"=""0643831""",Sonia M Altizer,GA,University of Georgia Research Foundation Inc,I4387153128,University of Georgia Research Foundation,exact,prior,,,,,https://ror.org/04sqkw483
2939,"=""0643832""",Michael R Diehl,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
2940,"=""0643836""",Vivek K Goyal,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
2941,"=""0643839""",Dennis W Hong,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
2942,"=""0643840""",Todd H Oakley,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
2943,"=""0643846""",Panagiotis G Ipeirotis,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
2944,"=""0643847""",Anindya Ghose,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
2945,"=""0643857""",Kristin M O'Brien,AK,University of Alaska Fairbanks Campus,I141472210,University of Alaska Fairbanks,exact,prior,,,,,https://ror.org/01j7nq853
2946,"=""0643859""",Joshua Rabinowitz,NJ,Princeton University,I20089843,Princeton University,exact,prior,,,,,https://ror.org/00hx57361
2947,"=""0643860""",Timothy Bigelow,ND,University of North Dakota Main Campus,I24571045,University of North Dakota,exact,prior,,,,,https://ror.org/04a5szx83
2948,"=""0643878""",Christiane Wiese,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
2949,"=""0643880""",Steven Swanson,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
2950,"=""0643887""",David Martin,MA,Boston College,I103531236,Boston College,exact,prior,,,,,https://ror.org/02n2fzt79
2951,"=""0643888""",Nagarajan Kandasamy,PA,Drexel University,I72816309,Drexel University,exact,prior,,,,,https://ror.org/04bdffz58
2952,"=""0643898""",Radhika Nagpal,MA,Harvard University,I136199984,Harvard University,exact,prior,,,,,https://ror.org/03vek6s52
2953,"=""0643901""",Eric Fosler-Lussier,OH,Ohio State University Research Foundation -DO NOT USE,I52357470,The Ohio State University,override,manual,,,,,
2954,"=""0643902""",Yuan Xie,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
2955,"=""0643906""",Sencun Zhu,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
2956,"=""0643907""",Patrick D McDaniel,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
2957,"=""0643916""",Mikhail Belkin,OH,Ohio State University Research Foundation -DO NOT USE,I52357470,The Ohio State University,override,manual,,,,,
2958,"=""0643920""",LaTonya M Williams,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2959,"=""0643923""",Shaoqin 'Sarah' Gong,WI,University of Wisconsin-Milwaukee,I43579087,University of Wisconsin–Milwaukee,exact,prior,,,,,https://ror.org/031q21x57
2960,"=""0643925""",Sudhanva Gurumurthi,VA,University of Virginia Main Campus,I51556381,University of Virginia,exact,prior,,,,,https://ror.org/0153tk833
2961,"=""0643931""",Steven McIntosh,VA,University of Virginia Main Campus,I51556381,University of Virginia,exact,prior,,,,,https://ror.org/0153tk833
2962,"=""0643934""",Robert Kleinberg,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
2963,"=""0643946""",Volkan Rodoplu,CA,University of California-Santa Barbara,I154570441,"University of California, Santa Barbara",exact,prior,,,,,https://ror.org/02t274463
2964,"=""0643947""",Rebecca M Willett,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
2965,"=""0643952""",Charles A Ofria,MI,Michigan State University,I87216513,Michigan State University,exact,prior,,,,,https://ror.org/05hs6h993
2966,"=""0643954""",Daniela Tuninetti,IL,University of Illinois at Chicago,I39422238,University of Illinois Chicago,exact,prior,,,,,https://ror.org/02mpq6x41
2967,"=""0643966""",Consuelo M De Moraes,PA,Pennsylvania State Univ University Park,I130769515,Pennsylvania State University,exact,prior,,,,,https://ror.org/04p491231
2968,"=""0643969""",Umit V Catalyurek,OH,Ohio State University Research Foundation -DO NOT USE,I52357470,The Ohio State University,override,manual,,,,,
2969,"=""0643971""",Swapna S Gokhale,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
2970,"=""0643974""",Nicholas G Feamster,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2971,"=""0643988""","Teaster T Baird, Jr",CA,San Francisco State University,I71838634,San Francisco State University,exact,prior,,,,,https://ror.org/05ykr0121
2972,"=""0643995""",Uri Eden,MA,Trustees of Boston University,I111088046,Boston University,exact,prior,,,,,https://ror.org/05qwgg493
2973,"=""0644013""",Patrick T Eugster,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
2974,"=""0644015""",Joseph Orgel,IL,Illinois Institute of Technology,I180949307,Illinois Institute of Technology,exact,prior,,,,,https://ror.org/037t3ry66
2975,"=""0644017""",Predrag Radivojac,IN,Indiana University,I592451,Indiana University,exact,prior,,,,,https://ror.org/01kg8sb98
2976,"=""0644022""",Smitha Vishveshwara,IL,University of Illinois at Urbana-Champaign,I157725225,University of Illinois Urbana-Champaign,exact,duckdb,1.0,1.0,education,295741.0,047426m28
2977,"=""0644033""",Shigang Chen,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
2978,"=""0644037""",James R Lee,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
2979,"=""0644047""",Rafiqul A Tarefder,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
2980,"=""0644055""",Jaime C Grunlan,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
2981,"=""0644056""",Chunxiao Chigan,MI,Michigan Technological University,I11957088,Michigan Technological University,exact,prior,,,,,https://ror.org/0036rpn28
2982,"=""0644058""",Jared C Saia,NM,University of New Mexico,I169521973,University of New Mexico,exact,prior,,,,,https://ror.org/05fs6jp91
2983,"=""0644062""",Fabian E Bustamante,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
2984,"=""0644070""",Patrick Schaumont,VA,Virginia Polytechnic Institute and State University,I859038795,Virginia Tech,exact,prior,,,,,https://ror.org/02smfhw86
2985,"=""0644076""",Bruce Walker,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2986,"=""0644080""",Lisong Xu,NE,University of Nebraska-Lincoln,I114395901,University of Nebraska–Lincoln,exact,prior,,,,,https://ror.org/043mer456
2987,"=""0644084""",Babak Parviz,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
2988,"=""0644089""",Dmitry I Kopelevich,FL,University of Florida,I33213144,University of Florida,exact,prior,,,,,https://ror.org/02y3ad647
2989,"=""0644096""",Hsien-Hsin S Lee,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
2990,"=""0644097""",Emily M Bender,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
2991,"=""0644106""",Shivnath Babu,NC,Duke University,I170897317,Duke University,exact,prior,,,,,https://ror.org/00py81415
2992,"=""0644111""",Adam C Siepel,NY,Cornell Univ - State: AWDS MADE PRIOR MAY 2010,I205783295,Cornell University,override,manual,,,,,
2993,"=""0644113""",Meinolf Sellmann,RI,Brown University,I27804330,Brown University,exact,prior,,,,,https://ror.org/05gq02987
2994,"=""0644114""",Ramesh Johari,CA,Stanford University,I97018004,Stanford University,exact,prior,,,,,https://ror.org/00f54p054
2995,"=""0644119""",Sudipto Guha,PA,University of Pennsylvania,I79576946,University of Pennsylvania,exact,prior,,,,,https://ror.org/00b30xv10
2996,"=""0644127""",Jizhong Xiao,NY,CUNY City College,I125687163,City College of New York,override,manual,,,,,
2997,"=""0644130""",Stephen N Freund,MA,Williams College,I22675022,Williams College,exact,prior,,,,,https://ror.org/04avkmd49
2998,"=""0644131""",Jeremy R Gray,CT,Yale University,I32971472,Yale University,exact,prior,,,,,https://ror.org/03v76x132
2999,"=""0644136""",Uri Keich,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
3000,"=""0644151""",Youngmoo E Kim,PA,Drexel University,I72816309,Drexel University,exact,prior,,,,,https://ror.org/04bdffz58
3001,"=""0644161""",Kenneth Mai,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
3002,"=""0644175""",Kavita Bala,NY,Cornell University,I205783295,Cornell University,exact,prior,,,,,https://ror.org/05bnh6r87
3003,"=""0644183""",Mithuna S Thottethodi,IN,Purdue University,I219193219,Purdue University West Lafayette,override,manual,,,,,
3004,"=""0644188""",Zhijie Shi,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
3005,"=""0644190""",Jun-Hong (June) Cui,CT,University of Connecticut,I140172145,University of Connecticut,exact,prior,,,,,https://ror.org/02der9h97
3006,"=""0644192""",Pragnesh J Modi,PA,Drexel University,I72816309,Drexel University,exact,prior,,,,,https://ror.org/04bdffz58
3007,"=""0644195""",Homayoun Valafar,SC,University South Carolina Research Foundation,I155781252,University of South Carolina,fuzzy,duckdb,1.0,1.0,education,87401.0,02b6qw903
3008,"=""0644197""",Milo Martin,PA,University of Pennsylvania,I79576946,University of Pennsylvania,exact,prior,,,,,https://ror.org/00b30xv10
3009,"=""0644202""",Luca Carloni,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
3010,"=""0644204""",Stella Yu,MA,Boston College,I103531236,Boston College,exact,prior,,,,,https://ror.org/02n2fzt79
3011,"=""0644205""",Emmett Witchel,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
3012,"=""0644206""",Charles L Isbell,GA,Georgia Tech Research Corporation,I130701444,Georgia Institute of Technology,exact,prior,,,,,https://ror.org/01zkghx44
3013,"=""0644225""",Carlos Guestrin,PA,Carnegie Mellon University,I74973139,Carnegie Mellon University,exact,prior,,,,,https://ror.org/05x2bcf33
3014,"=""0644228""",Pieter G Kik,FL,The University of Central Florida Board of Trustees,I106165777,University of Central Florida,exact,prior,,,,,https://ror.org/036nfer12
3015,"=""0644231""",Tarek M Taha,SC,Clemson University,I8078737,Clemson University,exact,prior,,,,,https://ror.org/037s24f05
3016,"=""0644238""",Yong Guan,IA,Iowa State University,I173911158,Iowa State University,exact,prior,,,,,https://ror.org/04rswrd78
3017,"=""0644245""",Carol Livermore,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
3018,"=""0644247""",Min Song,VA,Old Dominion University Research Foundation,I81365321,Old Dominion University,exact,duckdb,1.0,1.0,education,34700.0,04zjtrb98
3019,"=""0644262""",Ruben L Gonzalez,NY,Columbia University,I78577930,Columbia University,exact,prior,,,,,https://ror.org/00hj8s172
3020,"=""0644265""",Erika Marin-Spiotta,WI,University of Wisconsin-Madison,I135310074,University of Wisconsin–Madison,exact,prior,,,,,https://ror.org/01y2jtd41
3021,"=""0644278""",Hashim M Al-Hashimi,MI,Regents of the University of Michigan - Ann Arbor,I27837315,University of Michigan,exact,prior,,,,,https://ror.org/00jmfr291
3022,"=""0644282""",Manolis Kellis,MA,Massachusetts Institute of Technology,I63966007,Massachusetts Institute of Technology,exact,prior,,,,,https://ror.org/042nb2s44
3023,"=""0644288""",- Robby,KS,Kansas State University,I189590672,Kansas State University,exact,prior,,,,,https://ror.org/05p1j8758
3024,"=""0644289""",Farinaz Koushanfar,TX,William Marsh Rice University,I74775410,Rice University,exact,prior,,,,,https://ror.org/008zs3103
3025,"=""0644299""",Clark Barrett,NY,New York University,I57206974,New York University,exact,prior,,,,,https://ror.org/0190ak572
3026,"=""0644305""",Victor W Mbarika,LA,Southern University,I1174212,University of Southern California,fuzzy,prior,,,,,https://ror.org/03taz7m60
3027,"=""0644306""",Sorin Lerner,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
3028,"=""0644316""",David Z Pan,TX,University of Texas at Austin,I86519309,The University of Texas at Austin,fuzzy,prior,,,,,https://ror.org/00hj54h04
3029,"=""0644332""",Russell E Joseph,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
3030,"=""0644344""",Dongning Guo,IL,Northwestern University,I111979921,Northwestern University,exact,prior,,,,,https://ror.org/000e0be47
3031,"=""0644361""",Ranjit Jhala,CA,University of California-San Diego,I36258959,University of California San Diego,exact,prior,,,,,https://ror.org/0168r3w48
3032,"=""0644363""",Bryan P Rasmussen,TX,Texas A&M Engineering Experiment Station,I4391767840,Texas A&M Engineering Experiment Station,exact,prior,,,,,https://ror.org/03p8qrw52
3033,"=""0644366""",Xue-Wen Chen,KS,University of Kansas Center for Research Inc,I146416000,University of Kansas,override,manual,,,,,
3034,"=""0644371""",Marjorie Matocq,ID,Idaho State University,I106969075,Idaho State University,exact,prior,,,,,https://ror.org/0162z8b04
3035,"=""0644410""",Christopher Cheatum,IA,University of Iowa,I126307644,University of Iowa,exact,prior,,,,,https://ror.org/036jqmy94
3036,"=""0644414""",Marcia Levitus,AZ,Arizona State University,I55732556,Arizona State University,exact,prior,,,,,https://ror.org/03efmqc40
3037,"=""0644415""",William M Tomlinson,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
3038,"=""0644418""",Rahul Singh,CA,San Francisco State University,I71838634,San Francisco State University,exact,prior,,,,,https://ror.org/05ykr0121
3039,"=""0644424""",Natasa Przulj,CA,University of California-Irvine,I204250578,"University of California, Irvine",exact,prior,,,,,https://ror.org/04gyf1771
3040,"=""0644427""",Olgica Milenkovic,CO,University of Colorado at Boulder,I188538660,University of Colorado Boulder,exact,prior,,,,,https://ror.org/02ttsq026
3041,"=""0644434""",Jun Li,OR,University of Oregon Eugene,I181233156,University of Oregon,fuzzy,duckdb,1.0,1.0,education,51031.0,0293rh119
3042,"=""0644435""",Min Li,WA,University of Washington,I201448701,University of Washington,exact,prior,,,,,https://ror.org/00cvxb145
3043,"=""0644436""",Sanjit A Seshia,CA,University of California-Berkeley,I95457486,"University of California, Berkeley",exact,prior,,,,,https://ror.org/01an7q238
3044,"=""0644438""",Monica Medina,CA,University of California - Merced,I156087764,"University of California, Merced",exact,prior,,,,,https://ror.org/00d9ah105
3045,"=""0644442""",Jacob Schmidt,CA,University of California-Los Angeles,I161318765,"University of California, Los Angeles",exact,prior,,,,,https://ror.org/046rm7j60
3046,"=""0644446""",Hong Hua,AZ,University of Arizona,I138006243,University of Arizona,exact,prior,,,,,https://ror.org/03m2x1q45
3047,"=""0644450""",Hao Chen,CA,University of California-Davis,I84218800,"University of California, Davis",exact,prior,,,,,https://ror.org/05rrcem69
